t,value
1532096445,2
1532096448,2
1532096451,2
1532096454,2
1532096457,2
1532096460,2
1532096463,2
1532096466,2
1532096469,2
1532096472,2
1532096475,2
1532096478,2
1532096481,2
1532096484,2
1532096487,2
1532096490,2
1532096493,2
1532096496,2
1532096499,2
1532096502,2
1532096505,2
1532096508,2
1532096511,2
1532096514,2
1532096517,2
1532096520,2
1532096523,2
1532096526,2
1532096529,2
1532096532,2
1532096535,2
1532096538,2
1532096541,2
1532096544,2
1532096547,2
1532096550,2
1532096553,2
1532096556,2
1532096559,2
1532096562,2
1532096565,2
1532096568,2
1532096571,2
1532096574,2
1532096577,2
1532096580,2
1532096583,2
1532096586,2
1532096589,2
1532096592,2
1532096595,2
1532096598,2
1532096601,2
1532096604,2
1532096607,2
1532096610,2
1532096613,2
1532096616,2
1532096619,2
1532096622,2
1532096625,2
1532096628,2
1532096631,2
1532096634,2
1532096637,2
1532096640,2
1532096643,2
1532096646,2
1532096649,2
1532096652,2
1532096655,2
1532096658,2
1532096661,2
1532096664,2
1532096667,2
1532096670,2
1532096673,2
1532096676,2
1532096679,2
1532096682,2
1532096685,2
1532096688,2
1532096691,2
1532096694,2
1532096697,2
1532096700,2
1532096703,2
1532096706,2
1532096709,2
1532096712,2
1532096715,2
1532096718,2
1532096721,2
1532096724,2
1532096727,2
1532096730,2
1532096733,2
1532096736,2
1532096739,2
1532096742,2
1532096745,2
1532096748,2
1532096751,2
1532096754,2
1532096757,2
1532096760,2
1532096763,2
1532096766,2
1532096769,2
1532096772,2
1532096775,2
1532096778,2
1532096781,2
1532096784,2
1532096787,2
1532096790,2
1532096793,2
1532096796,2
1532096799,2
1532096802,2
1532096805,2
1532096808,2
1532096811,2
1532096814,2
1532096817,2
1532096820,2
1532096823,2
1532096826,2
1532096829,2
1532096832,2
1532096835,2
1532096838,2
1532096841,2
1532096844,2
1532096847,2
1532096850,2
1532096853,2
1532096856,2
1532096859,2
1532096862,2
1532096865,2
1532096868,2
1532096871,2
1532096874,2
1532096877,2
1532096880,2
1532096883,2
1532096886,2
1532096889,2
1532096892,2
1532096895,2
1532096898,2
1532096901,2
1532096904,2
1532096907,2
1532096910,2
1532096913,2
1532096916,2
1532096919,2
1532096922,2
1532096925,2
1532096928,2
1532096931,2
1532096934,2
1532096937,2
1532096940,2
1532096943,2
1532096946,2
1532096949,2
1532096952,2
1532096955,2
1532096958,2
1532096961,2
1532096964,2
1532096967,2
1532096970,2
1532096973,2
1532096976,2
1532096979,2
1532096982,2
1532096985,2
1532096988,2
1532096991,2
1532096994,2
1532096997,2
1532097000,2
1532097003,2
1532097006,2
1532097009,2
1532097012,2
1532097015,2
1532097018,2
1532097021,2
1532097024,2
1532097027,2
1532097030,2
1532097033,2
1532097036,2
1532097039,2
1532097042,2
1532097045,2
1532097048,2
1532097051,2
1532097054,2
1532097057,2
1532097060,2
1532097063,2
1532097066,2
1532097069,2
1532097072,2
1532097075,2
1532097078,2
1532097081,2
1532097084,2
1532097087,2
1532097090,2
1532097093,2
1532097096,2
1532097099,2
1532097102,2
1532097105,2
1532097108,2
1532097111,2
1532097114,2
1532097117,2
1532097120,2
1532097123,2
1532097126,2
1532097129,2
1532097132,2
1532097135,2
1532097138,2
1532097141,2
1532097144,2
